TransactionId,BatchId,AccountId,SubscriptionId,CustomerId,CurrencyCode,CountryCode,ProviderId,ProductId,ProductCategory,ChannelId,Amount,Value,TransactionStartTime,PricingStrategy,FraudResult
TransactionId_64044,BatchId_117733,AccountId_4841,SubscriptionId_3829,CustomerId_3105,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-10,10,2018-11-15T04:54:18Z,2,0
TransactionId_119821,BatchId_89644,AccountId_3081,SubscriptionId_4312,CustomerId_3507,UGX,256,ProviderId_5,ProductId_3,airtime,ChannelId_3,500,500,2018-11-15T04:56:25Z,4,0
TransactionId_94363,BatchId_94932,AccountId_4841,SubscriptionId_3829,CustomerId_3507,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-25,25,2018-11-15T04:57:00Z,2,0
TransactionId_93543,BatchId_103527,AccountId_3081,SubscriptionId_4312,CustomerId_3507,UGX,256,ProviderId_5,ProductId_3,airtime,ChannelId_3,500,500,2018-11-15T04:59:02Z,4,0
TransactionId_138139,BatchId_8334,AccountId_4841,SubscriptionId_3829,CustomerId_3507,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-25,25,2018-11-15T04:59:41Z,2,0
TransactionId_79885,BatchId_48769,AccountId_1825,SubscriptionId_4080,CustomerId_2216,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T04:59:51Z,2,0
TransactionId_127132,BatchId_50160,AccountId_2314,SubscriptionId_4722,CustomerId_2728,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,500,500,2018-11-15T05:06:25Z,2,0
TransactionId_74649,BatchId_100266,AccountId_4841,SubscriptionId_3829,CustomerId_2728,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-10,10,2018-11-15T05:06:39Z,2,0
TransactionId_7396,BatchId_124231,AccountId_1825,SubscriptionId_4080,CustomerId_2216,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T05:37:24Z,2,0
TransactionId_126754,BatchId_60208,AccountId_1616,SubscriptionId_4410,CustomerId_1995,UGX,256,ProviderId_6,ProductId_19,tv,ChannelId_3,3500,3500,2018-11-15T05:38:25Z,2,0
TransactionId_136360,BatchId_48611,AccountId_4841,SubscriptionId_3829,CustomerId_1995,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-70,70,2018-11-15T05:38:35Z,2,0
TransactionId_89705,BatchId_16332,AccountId_3455,SubscriptionId_946,CustomerId_3890,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,2000,2000,2018-11-15T05:38:37Z,2,0
TransactionId_64565,BatchId_135683,AccountId_3455,SubscriptionId_946,CustomerId_3890,UGX,256,ProviderId_6,ProductId_4,airtime,ChannelId_3,2000,2000,2018-11-15T05:43:41Z,2,0
TransactionId_46482,BatchId_10454,AccountId_4841,SubscriptionId_3829,CustomerId_3890,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-11-15T05:44:06Z,2,0
TransactionId_5351,BatchId_110904,AccountId_2540,SubscriptionId_671,CustomerId_2956,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,10000,10000,2018-11-15T05:49:37Z,2,0
TransactionId_103605,BatchId_34677,AccountId_2126,SubscriptionId_4362,CustomerId_2531,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1500,1500,2018-11-15T05:50:14Z,2,0
TransactionId_10285,BatchId_113188,AccountId_4841,SubscriptionId_3829,CustomerId_2531,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-67.25,68,2018-11-15T05:50:48Z,2,0
TransactionId_80334,BatchId_117321,AccountId_2540,SubscriptionId_671,CustomerId_2956,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T05:52:57Z,2,0
TransactionId_26269,BatchId_108539,AccountId_4841,SubscriptionId_3829,CustomerId_2956,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T05:53:27Z,2,0
TransactionId_16559,BatchId_79110,AccountId_571,SubscriptionId_873,CustomerId_908,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,2200,2200,2018-11-15T05:54:12Z,2,0
TransactionId_79455,BatchId_122807,AccountId_571,SubscriptionId_873,CustomerId_908,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,2200,2200,2018-11-15T05:55:12Z,2,0
TransactionId_104700,BatchId_55274,AccountId_2126,SubscriptionId_4362,CustomerId_2531,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,8000,8000,2018-11-15T06:01:28Z,2,0
TransactionId_13858,BatchId_86043,AccountId_2126,SubscriptionId_4362,CustomerId_2531,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,8000,8000,2018-11-15T06:02:27Z,2,0
TransactionId_34855,BatchId_45933,AccountId_826,SubscriptionId_1611,CustomerId_1170,UGX,256,ProviderId_5,ProductId_21,utility_bill,ChannelId_3,10000,11200,2018-11-15T06:03:00Z,2,0
TransactionId_132865,BatchId_26567,AccountId_4841,SubscriptionId_3829,CustomerId_1170,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-622,622,2018-11-15T06:03:27Z,2,0
TransactionId_124368,BatchId_19029,AccountId_2126,SubscriptionId_4362,CustomerId_2531,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,8000,8000,2018-11-15T06:03:40Z,2,0
TransactionId_76536,BatchId_15224,AccountId_2126,SubscriptionId_4362,CustomerId_2531,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,5000,5000,2018-11-15T06:04:47Z,2,0
TransactionId_93161,BatchId_45489,AccountId_4841,SubscriptionId_3829,CustomerId_2531,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-11-15T06:04:58Z,2,0
TransactionId_16043,BatchId_22708,AccountId_1842,SubscriptionId_3955,CustomerId_2233,UGX,256,ProviderId_5,ProductId_11,data_bundles,ChannelId_3,2000,2000,2018-11-15T06:05:11Z,4,0
TransactionId_96774,BatchId_101566,AccountId_4841,SubscriptionId_3829,CustomerId_2233,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-40,40,2018-11-15T06:05:33Z,2,0
TransactionId_86046,BatchId_112945,AccountId_714,SubscriptionId_2767,CustomerId_1057,UGX,256,ProviderId_5,ProductId_21,utility_bill,ChannelId_3,5000,5750,2018-11-15T06:08:57Z,2,0
TransactionId_14293,BatchId_124728,AccountId_335,SubscriptionId_3204,CustomerId_665,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,2000,2000,2018-11-15T06:10:19Z,2,0
TransactionId_96748,BatchId_9620,AccountId_4841,SubscriptionId_3829,CustomerId_665,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-40,40,2018-11-15T06:10:33Z,2,0
TransactionId_121336,BatchId_110802,AccountId_4841,SubscriptionId_3829,CustomerId_1057,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-496,496,2018-11-15T06:11:04Z,2,0
TransactionId_38396,BatchId_110362,AccountId_2744,SubscriptionId_1665,CustomerId_3165,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,30000,30000,2018-11-15T06:13:54Z,2,0
TransactionId_54845,BatchId_133026,AccountId_1479,SubscriptionId_708,CustomerId_1849,UGX,256,ProviderId_6,ProductId_1,airtime,ChannelId_3,1000,1000,2018-11-15T06:14:20Z,2,0
TransactionId_137392,BatchId_10984,AccountId_4841,SubscriptionId_3829,CustomerId_1849,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T06:14:32Z,2,0
TransactionId_59614,BatchId_62159,AccountId_4352,SubscriptionId_2937,CustomerId_4809,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1261,1261,2018-11-15T06:16:39Z,2,0
TransactionId_84691,BatchId_78460,AccountId_2216,SubscriptionId_1556,CustomerId_2626,UGX,256,ProviderId_1,ProductId_15,financial_services,ChannelId_3,2000,2000,2018-11-15T06:17:42Z,2,0
TransactionId_72438,BatchId_3221,AccountId_2744,SubscriptionId_1665,CustomerId_3165,UGX,256,ProviderId_5,ProductId_5,transport,ChannelId_3,41000,41000,2018-11-15T06:18:24Z,2,0
TransactionId_92309,BatchId_91367,AccountId_1523,SubscriptionId_2084,CustomerId_1895,UGX,256,ProviderId_3,ProductId_3,airtime,ChannelId_3,2000,2000,2018-11-15T06:20:45Z,1,0
TransactionId_88237,BatchId_112267,AccountId_4841,SubscriptionId_3829,CustomerId_1895,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-11-15T06:22:49Z,2,0
TransactionId_105829,BatchId_128787,AccountId_3447,SubscriptionId_4352,CustomerId_3882,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T06:27:21Z,2,0
TransactionId_94666,BatchId_72251,AccountId_4841,SubscriptionId_3829,CustomerId_3882,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T06:27:51Z,2,0
TransactionId_70601,BatchId_122129,AccountId_2056,SubscriptionId_2228,CustomerId_2459,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T06:28:58Z,2,0
TransactionId_102611,BatchId_134771,AccountId_4841,SubscriptionId_3829,CustomerId_2459,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T06:29:10Z,2,0
TransactionId_65476,BatchId_79210,AccountId_1825,SubscriptionId_4080,CustomerId_2216,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T06:30:33Z,2,0
TransactionId_112996,BatchId_82859,AccountId_12,SubscriptionId_1548,CustomerId_328,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,3000,3000,2018-11-15T06:31:35Z,2,0
TransactionId_130141,BatchId_66016,AccountId_4841,SubscriptionId_3829,CustomerId_328,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-150,150,2018-11-15T06:32:04Z,2,0
TransactionId_26794,BatchId_27897,AccountId_2132,SubscriptionId_4234,CustomerId_2537,UGX,256,ProviderId_6,ProductId_21,utility_bill,ChannelId_3,5000,5750,2018-11-15T06:39:10Z,2,0
TransactionId_47659,BatchId_97073,AccountId_2401,SubscriptionId_2507,CustomerId_2815,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T06:39:41Z,2,0
TransactionId_76198,BatchId_41940,AccountId_4841,SubscriptionId_3829,CustomerId_2815,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T06:40:11Z,2,0
TransactionId_42823,BatchId_4155,AccountId_2056,SubscriptionId_2228,CustomerId_2459,UGX,256,ProviderId_6,ProductId_4,airtime,ChannelId_3,3500,3500,2018-11-15T06:41:10Z,2,0
TransactionId_104825,BatchId_130985,AccountId_4841,SubscriptionId_3829,CustomerId_2459,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-175,175,2018-11-15T06:41:27Z,2,0
TransactionId_28633,BatchId_9684,AccountId_1825,SubscriptionId_4080,CustomerId_2216,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T06:45:38Z,2,0
TransactionId_81595,BatchId_17050,AccountId_335,SubscriptionId_3204,CustomerId_665,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T06:48:29Z,2,0
TransactionId_76324,BatchId_56628,AccountId_4841,SubscriptionId_3829,CustomerId_665,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T06:48:44Z,2,0
TransactionId_74987,BatchId_1733,AccountId_460,SubscriptionId_2976,CustomerId_790,UGX,256,ProviderId_3,ProductId_3,airtime,ChannelId_3,10000,10000,2018-11-15T06:53:23Z,1,0
TransactionId_90888,BatchId_1733,AccountId_460,SubscriptionId_2976,CustomerId_790,UGX,256,ProviderId_3,ProductId_3,airtime,ChannelId_3,10000,10000,2018-11-15T06:53:44Z,1,0
TransactionId_65202,BatchId_85942,AccountId_1825,SubscriptionId_4080,CustomerId_2216,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T06:55:55Z,2,0
TransactionId_8835,BatchId_95117,AccountId_1346,SubscriptionId_652,CustomerId_1709,UGX,256,ProviderId_1,ProductId_15,financial_services,ChannelId_3,10500,10500,2018-11-15T06:58:13Z,2,0
TransactionId_90129,BatchId_49408,AccountId_460,SubscriptionId_2976,CustomerId_790,UGX,256,ProviderId_3,ProductId_3,airtime,ChannelId_3,10000,10000,2018-11-15T06:58:20Z,1,0
TransactionId_131779,BatchId_71973,AccountId_4103,SubscriptionId_4066,CustomerId_4554,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,10000,10000,2018-11-15T06:58:25Z,2,0
TransactionId_93966,BatchId_49408,AccountId_460,SubscriptionId_2976,CustomerId_790,UGX,256,ProviderId_3,ProductId_3,airtime,ChannelId_3,10000,10000,2018-11-15T06:58:38Z,1,0
TransactionId_108529,BatchId_49408,AccountId_460,SubscriptionId_2976,CustomerId_790,UGX,256,ProviderId_3,ProductId_3,airtime,ChannelId_3,10000,10000,2018-11-15T06:58:59Z,1,0
TransactionId_73142,BatchId_73991,AccountId_4132,SubscriptionId_2211,CustomerId_4584,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,2000,2000,2018-11-15T06:59:00Z,2,0
TransactionId_74125,BatchId_49408,AccountId_460,SubscriptionId_2976,CustomerId_790,UGX,256,ProviderId_3,ProductId_3,airtime,ChannelId_3,10000,10000,2018-11-15T06:59:11Z,1,0
TransactionId_87379,BatchId_78733,AccountId_4841,SubscriptionId_3829,CustomerId_4584,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-40,40,2018-11-15T06:59:13Z,2,0
TransactionId_118301,BatchId_49408,AccountId_460,SubscriptionId_2976,CustomerId_790,UGX,256,ProviderId_3,ProductId_3,airtime,ChannelId_3,10000,10000,2018-11-15T06:59:25Z,1,0
TransactionId_13379,BatchId_49408,AccountId_460,SubscriptionId_2976,CustomerId_790,UGX,256,ProviderId_3,ProductId_3,airtime,ChannelId_3,10000,10000,2018-11-15T06:59:36Z,1,0
TransactionId_78064,BatchId_49408,AccountId_460,SubscriptionId_2976,CustomerId_790,UGX,256,ProviderId_3,ProductId_3,airtime,ChannelId_3,10000,10000,2018-11-15T07:00:04Z,1,0
TransactionId_91257,BatchId_22084,AccountId_335,SubscriptionId_3204,CustomerId_665,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T07:01:44Z,2,0
TransactionId_74975,BatchId_100500,AccountId_4249,SubscriptionId_4429,CustomerId_7476,UGX,256,ProviderId_4,ProductId_10,airtime,ChannelId_2,-1000,1000,2018-11-15T07:01:52Z,4,0
TransactionId_17884,BatchId_55269,AccountId_4841,SubscriptionId_3829,CustomerId_665,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T07:01:56Z,2,0
TransactionId_82712,BatchId_97008,AccountId_1709,SubscriptionId_2587,CustomerId_2094,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,500,500,2018-11-15T07:02:45Z,2,0
TransactionId_99175,BatchId_48607,AccountId_1346,SubscriptionId_652,CustomerId_1709,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,600,600,2018-11-15T07:02:47Z,2,0
TransactionId_10727,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:26Z,2,0
TransactionId_41595,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:26Z,2,0
TransactionId_27158,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:26Z,2,0
TransactionId_3262,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:26Z,2,0
TransactionId_80879,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:26Z,2,0
TransactionId_20937,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:26Z,2,0
TransactionId_55524,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:26Z,2,0
TransactionId_71429,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:26Z,2,0
TransactionId_16909,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:26Z,2,0
TransactionId_53266,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:27Z,2,0
TransactionId_22657,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:27Z,2,0
TransactionId_20430,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:27Z,2,0
TransactionId_128788,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:27Z,2,0
TransactionId_67125,BatchId_113893,AccountId_934,SubscriptionId_753,CustomerId_1283,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:03:27Z,2,0
TransactionId_90318,BatchId_37426,AccountId_4841,SubscriptionId_3829,CustomerId_1709,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-30,30,2018-11-15T07:03:50Z,2,0
TransactionId_108992,BatchId_73457,AccountId_4841,SubscriptionId_3829,CustomerId_2094,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-10,10,2018-11-15T07:04:02Z,2,0
TransactionId_50492,BatchId_29008,AccountId_946,SubscriptionId_4758,CustomerId_1295,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,17000,17000,2018-11-15T07:05:16Z,2,0
TransactionId_324,BatchId_3779,AccountId_1825,SubscriptionId_4080,CustomerId_2216,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,600,600,2018-11-15T07:09:27Z,2,0
TransactionId_131509,BatchId_109325,AccountId_1346,SubscriptionId_652,CustomerId_1709,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,600,600,2018-11-15T07:10:18Z,2,0
TransactionId_121007,BatchId_16850,AccountId_4841,SubscriptionId_3829,CustomerId_1709,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-30,30,2018-11-15T07:10:43Z,2,0
TransactionId_74700,BatchId_72777,AccountId_946,SubscriptionId_4758,CustomerId_1295,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,15000,15000,2018-11-15T07:10:59Z,2,0
TransactionId_114490,BatchId_92126,AccountId_4832,SubscriptionId_1663,CustomerId_7324,UGX,256,ProviderId_3,ProductId_15,financial_services,ChannelId_3,9999,9999,2018-11-15T07:12:53Z,2,0
TransactionId_122632,BatchId_92126,AccountId_4832,SubscriptionId_1663,CustomerId_7324,UGX,256,ProviderId_3,ProductId_15,financial_services,ChannelId_3,9999,9999,2018-11-15T07:13:06Z,2,0
TransactionId_131898,BatchId_130515,AccountId_4103,SubscriptionId_4066,CustomerId_4554,UGX,256,ProviderId_6,ProductId_1,airtime,ChannelId_3,500,500,2018-11-15T07:13:47Z,2,0
TransactionId_11821,BatchId_31422,AccountId_4841,SubscriptionId_3829,CustomerId_4554,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-25,25,2018-11-15T07:13:58Z,2,0
TransactionId_15240,BatchId_138225,AccountId_4249,SubscriptionId_4429,CustomerId_7437,UGX,256,ProviderId_4,ProductId_3,airtime,ChannelId_2,-2000,2000,2018-11-15T07:17:05Z,4,0
TransactionId_45385,BatchId_120103,AccountId_4103,SubscriptionId_4066,CustomerId_4554,UGX,256,ProviderId_6,ProductId_1,airtime,ChannelId_3,1500,1500,2018-11-15T07:27:48Z,2,0
TransactionId_28382,BatchId_71208,AccountId_4841,SubscriptionId_3829,CustomerId_4554,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-75,75,2018-11-15T07:28:03Z,2,0
TransactionId_92853,BatchId_98033,AccountId_1825,SubscriptionId_4080,CustomerId_2216,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,500,500,2018-11-15T07:33:01Z,2,0
TransactionId_65186,BatchId_131648,AccountId_2056,SubscriptionId_2228,CustomerId_2459,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T07:42:49Z,2,0
TransactionId_97109,BatchId_79271,AccountId_4841,SubscriptionId_3829,CustomerId_2459,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T07:43:24Z,2,0
TransactionId_89901,BatchId_58270,AccountId_280,SubscriptionId_3489,CustomerId_606,UGX,256,ProviderId_1,ProductId_20,ticket,ChannelId_3,35000,35000,2018-11-15T07:45:05Z,4,0
TransactionId_39740,BatchId_66894,AccountId_2296,SubscriptionId_1988,CustomerId_2710,UGX,256,ProviderId_3,ProductId_15,financial_services,ChannelId_3,50000,50000,2018-11-15T07:49:22Z,2,0
TransactionId_88700,BatchId_58510,AccountId_335,SubscriptionId_3204,CustomerId_665,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T07:57:47Z,2,0
TransactionId_34770,BatchId_288,AccountId_4841,SubscriptionId_3829,CustomerId_665,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T07:58:00Z,2,0
TransactionId_50795,BatchId_57989,AccountId_1346,SubscriptionId_652,CustomerId_1709,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T08:01:03Z,2,0
TransactionId_54850,BatchId_129322,AccountId_4841,SubscriptionId_3829,CustomerId_1709,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T08:01:39Z,2,0
TransactionId_60873,BatchId_93685,AccountId_3832,SubscriptionId_4161,CustomerId_4275,UGX,256,ProviderId_3,ProductId_15,financial_services,ChannelId_3,700000,700000,2018-11-15T08:04:51Z,0,1
TransactionId_107188,BatchId_56276,AccountId_4103,SubscriptionId_4066,CustomerId_4554,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,3000,3000,2018-11-15T08:07:21Z,2,0
TransactionId_76653,BatchId_28851,AccountId_4841,SubscriptionId_3829,CustomerId_4554,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-150,150,2018-11-15T08:07:52Z,2,0
